date,city,temperature_c,humidity_pct,wind_speed_kmh,precipitation_mm,condition
2024-12-01,Tokyo,28.0,78,23.1,33.0,Snowy
2024-12-01,Sydney,20.6,70,41.9,2.2,Partly Cloudy
2024-12-01,Mumbai,2.1,88,17.5,45.8,Snowy
2024-12-01,Paris,27.7,47,54.5,20.6,Partly Cloudy
2024-12-01,Berlin,19.9,67,4.6,5.3,Partly Cloudy
2024-12-01,Toronto,30.1,72,27.1,12.6,Foggy
2024-12-01,Dubai,-3.0,23,4.4,34.7,Snowy
2024-12-01,Singapore,15.8,63,44.8,42.8,Stormy
2024-12-08,New York,-3.3,52,6.9,45.9,Rainy
2024-12-08,London,25.2,79,29.1,3.4,Foggy
2024-12-08,Tokyo,24.6,76,8.4,41.0,Partly Cloudy
2024-12-08,Sydney,2.3,22,36.4,8.9,Sunny
2024-12-08,Mumbai,19.1,70,10.1,33.6,Sunny
2024-12-08,Paris,25.5,39,26.4,8.9,Snowy
2024-12-08,Berlin,-3.4,88,13.0,34.8,Partly Cloudy
2024-12-08,Toronto,23.6,86,38.5,35.8,Sunny
2024-12-08,Dubai,12.6,59,26.6,29.9,Sunny
2024-12-08,Singapore,29.8,45,55.7,18.7,Cloudy
2024-12-15,New York,4.0,22,25.3,49.5,Rainy
2024-12-15,London,31.9,28,13.2,44.1,Partly Cloudy
2024-12-15,Tokyo,32.6,41,43.4,2.2,Foggy
2024-12-15,Sydney,-0.2,61,19.4,31.3,Foggy
2024-12-15,Mumbai,4.3,89,23.7,21.4,Cloudy
2024-12-15,Paris,4.6,65,19.4,0.7,Snowy
2024-12-15,Berlin,9.2,69,12.8,11.0,Snowy
2024-12-15,Toronto,31.7,67,2.6,44.3,Stormy
2024-12-15,Dubai,8.6,83,59.0,5.1,Foggy
2024-12-15,Singapore,30.6,92,10.3,48.0,Foggy
2024-12-22,New York,9.6,69,40.7,48.6,Snowy
2024-12-22,London,1.0,42,38.1,44.2,Rainy
2024-12-22,Tokyo,39.0,81,4.1,0.9,Foggy
2024-12-22,Sydney,15.2,85,38.4,11.6,Foggy
2024-12-22,Mumbai,26.7,21,14.0,30.8,Sunny
2024-12-22,Paris,8.9,74,45.4,31.0,Sunny
2024-12-22,Berlin,1.2,83,17.8,7.6,Cloudy
2024-12-22,Toronto,23.9,50,55.4,29.9,Stormy
2024-12-22,Dubai,28.3,62,8.1,15.9,Partly Cloudy
2024-12-22,Singapore,29.2,86,47.5,20.7,Partly Cloudy
